"is_Other_Upper_Limb_Issues","is_Knee_Issues","is_Other_Issues","is_Leg_Issues","is_Foot_Issues","is_Other_Lower_Limb_Issues","is_Ankle_Issues","is_Back_Issues","age_at_injury","height_cm","weight_kg","career_before","Rk_Ttls","G","FG_Ttls","FGA_Ttls","FG._Ttls","FT_Ttls","FTA_Ttls","FT._Ttls","TRB_Ttls","AST_Ttls","PF_Ttls","PTS_Ttls","Trp.Dbl","MP_Ttls","GS_Ttls","ORB_Ttls","DRB_Ttls","STL_Ttls","BLK_Ttls","TOV_Ttls","X3P_Ttls","X3PA_Ttls","X3P._Ttls","X2P_Ttls","X2PA_Ttls","X2P._Ttls","eFG._Ttls","Rk_PrGs","FG_PrGs","FGA_PrGs","FG._PrGs","FT_PrGs","FTA_PrGs","FT._PrGs","TRB_PrGs","AST_PrGs","PF_PrGs","PTS_PrGs","MP_PrGs","GS_PrGs","ORB_PrGs","DRB_PrGs","STL_PrGs","BLK_PrGs","TOV_PrGs","X3P_PrGs","X3PA_PrGs","X3P._PrGs","X2P_PrGs","X2PA_PrGs","X2P._PrGs","eFG._PrGs"
1,0,0,0,0,0,0,0,28,218.44,102.06,5,260,31,41,99,0.414,20,41,0.488,94,12,73,102,0,363,6,44,50,8,19,24,0,0,0.6,41,99,0.414,0.414,259,1.3,3.2,0.414,0.6,1.3,0.488,3,0.4,2.4,3.3,11.7,8,1.4,1.6,0.3,0.6,0.8,0,0,0,1.3,3.2,0.414,0.414
0,1,0,0,0,0,0,0,24,198.12,81.65,0,180,75,182,368,0.495,63,86,0.733,156,80,154,427,0,1142,1,70,86,61,25,84,0,2,0,182,366,0.497,0.495,195,2.4,4.9,0.495,0.8,1.1,0.733,2.1,1.1,2.1,5.7,15.2,1,0.9,1.1,0.8,0.3,1.1,0,0,0,2.4,4.9,0.497,0.495
0,1,0,0,0,0,0,0,29,198.12,81.65,6,248,12,62,126,0.492,24,29,0.828,29,42,23,148,0,329,12,6,23,7,4,22,0,0,0.464,62,126,0.492,0.492,97,5.2,10.5,0.492,2,2.4,0.828,2.4,3.5,1.9,12.3,27.4,12,0.5,1.9,0.6,0.3,1.8,0,0,0.388,5.2,10.5,0.492,0.492
0,0,1,0,0,0,0,0,33,198.12,88.45,10,224,23,101,237,0.426,28,39,0.718,83,60,54,230,0,545,15,19,64,16,9,33,0,1,0,101,236,0.428,0.426,124,4.4,10.3,0.426,1.2,1.7,0.718,3.6,2.6,2.3,10,23.7,15,0.8,2.8,0.7,0.4,1.4,0,0,0,4.4,10.3,0.428,0.426
0,1,0,0,0,0,0,0,24,195.58,88.45,1,80,59,441,957,0.461,160,184,0.87,197,106,164,1044,0,1750,64,95,102,95,22,151,2,11,0.182,439,946,0.464,0.462,35,7.5,16.2,0.461,2.7,3.1,0.87,3.3,1.8,2.8,17.7,29.7,64,1.6,1.7,1.6,0.4,2.6,0,0.2,0.182,7.4,16,0.464,0.462
1,0,0,0,0,0,0,0,26,182.88,77.11,3,180,47,176,366,0.481,70,97,0.722,116,235,123,422,0,1307,32,30,86,75,1,83,0,1,0,176,365,0.482,0.481,136,3.7,7.8,0.481,1.5,2.1,0.722,2.5,5,2.6,9,27.8,31,0.6,1.8,1.6,0,1.8,0,0,0,3.7,7.8,0.482,0.481
1,0,0,0,0,0,0,0,27,195.58,81.65,4,291,6,19,44,0.432,0,0,1,11,21,14,39,0,139,2,3,8,2,0,9,1,9,0.111,18,35,0.514,0.443,181,3.2,7.3,0.432,0,0,1,1.8,3.5,2.3,6.5,23.2,2,0.5,1.3,0.3,0,1.5,0.2,1.5,0.111,3,5.8,0.514,0.443
0,1,0,0,0,0,0,0,23,198.12,99.79,0,27,58,565,1156,0.489,392,464,0.845,264,237,157,1536,0,2252,58,126,138,67,20,187,14,37,0.378,551,1119,0.492,0.495,4,9.7,19.9,0.489,6.8,8,0.845,4.6,4.1,2.7,26.5,38.8,58,2.2,2.4,1.2,0.3,3.2,0.2,0.6,0.378,9.5,19.3,0.492,0.495
0,1,0,0,0,0,0,0,27,208.28,106.59,4,81,75,405,802,0.505,127,158,0.804,653,159,214,940,0,2467,72,219,434,66,98,160,3,11,0.273,402,791,0.508,0.507,83,5.4,10.7,0.505,1.7,2.1,0.804,8.7,2.1,2.9,12.5,32.9,72,2.9,5.8,0.9,1.3,2.1,0,0.1,0.273,5.4,10.5,0.508,0.507
0,0,0,1,0,0,0,0,30,193.04,83.91,7,148,57,255,587,0.434,73,85,0.859,110,156,132,605,0,1361,12,35,75,45,4,81,22,68,0.324,233,519,0.449,0.453,110,4.5,10.3,0.434,1.3,1.5,0.859,1.9,2.7,2.3,10.6,23.9,12,0.6,1.3,0.8,0.1,1.4,0.4,1.2,0.324,4.1,9.1,0.449,0.453
0,0,0,0,1,0,0,0,23,185.42,83.01,1,152,47,209,460,0.454,169,213,0.793,117,293,139,587,0,1298,36,34,83,101,5,131,0,1,0,209,459,0.455,0.454,86,4.4,9.8,0.454,3.6,4.5,0.793,2.5,6.2,3,12.5,27.6,36,0.7,1.8,2.1,0.1,2.8,0,0,0,4.4,9.8,0.455,0.454
0,1,0,0,0,0,0,0,26,200.66,86.18,1,267,34,33,83,0.398,29,43,0.674,44,22,35,95,0,292,1,25,19,10,1,25,0,1,0,33,82,0.402,0.398,282,1,2.4,0.398,0.9,1.3,0.674,1.3,0.6,1,2.8,8.6,1,0.7,0.6,0.3,0,0.7,0,0,0,1,2.4,0.402,0.398
0,1,0,0,0,0,0,0,28,208.28,106.59,5,237,21,85,182,0.467,38,50,0.76,155,49,61,208,0,599,15,53,102,14,17,35,0,1,0,85,181,0.47,0.467,122,4,8.7,0.467,1.8,2.4,0.76,7.4,2.3,2.9,9.9,28.5,15,2.5,4.9,0.7,0.8,1.7,0,0,0,4,8.6,0.47,0.467
0,0,1,0,0,0,0,0,22,195.58,81.65,0,268,31,37,102,0.363,21,32,0.656,36,41,54,95,0,321,0,19,17,20,2,30,0,0,1,37,102,0.363,0.363,277,1.2,3.3,0.363,0.7,1,0.656,1.2,1.3,1.7,3.1,10.4,0,0.6,0.5,0.6,0.1,1,0,0,1,1.2,3.3,0.363,0.363
0,1,0,0,0,0,0,0,23,205.74,97.52,1,83,57,361,622,0.58,217,340,0.638,298,97,177,939,0,1627,38,122,176,38,44,157,0,3,0,361,619,0.583,0.58,52,6.3,10.9,0.58,3.8,6,0.638,5.2,1.7,3.1,16.5,28.5,38,2.1,3.1,0.7,0.8,2.8,0,0.1,0,6.3,10.9,0.583,0.58
0,1,0,0,0,0,0,0,24,205.74,97.52,1,260,43,50,100,0.5,17,25,0.68,61,20,75,117,0,327,0,27,34,22,11,21,0,1,0,50,99,0.505,0.5,267,1.2,2.3,0.5,0.4,0.6,0.68,1.4,0.5,1.7,2.7,7.6,0,0.6,0.8,0.5,0.3,0.5,0,0,0,1.2,2.3,0.505,0.5
1,0,0,0,0,0,0,0,28,193.04,81.65,4,183,13,27,58,0.466,11,17,0.647,13,6,10,65,0,210,3,5,8,6,5,7,0,1,0,27,57,0.474,0.466,154,2.1,4.5,0.466,0.8,1.3,0.647,1,0.5,0.8,5,16.2,3,0.4,0.6,0.5,0.4,0.5,0,0.1,0,2.1,4.4,0.474,0.466
0,0,0,0,1,0,0,0,35,172.72,74.84,5,281,6,11,30,0.367,7,11,0.636,9,17,7,30,0,107,0,2,7,5,0,4,1,6,0.167,10,24,0.417,0.383,245,1.8,5,0.367,1.2,1.8,0.636,1.5,2.8,1.2,5,17.8,0,0.3,1.2,0.8,0,0.7,0.2,1,0.167,1.7,4,0.417,0.383
1,0,0,0,0,0,0,0,27,213.36,102.06,5,207,16,55,113,0.487,31,47,0.66,59,27,49,141,0,285,1,19,40,5,5,19,0,0,0,55,113,0.487,0.487,111,3.4,7.1,0.487,1.9,2.9,0.66,3.7,1.7,3.1,8.8,17.8,1,1.2,2.5,0.3,0.3,1.2,0,0,0,3.4,7.1,0.487,0.487
1,0,0,0,0,0,0,0,28,193.04,81.65,4,183,13,27,58,0.466,11,17,0.647,13,6,10,65,0,210,3,5,8,6,5,7,0,1,0,27,57,0.474,0.466,154,2.1,4.5,0.466,0.8,1.3,0.647,1,0.5,0.8,5,16.2,3,0.4,0.6,0.5,0.4,0.5,0,0.1,0,2.1,4.4,0.474,0.466
1,0,0,0,0,0,0,0,24,185.42,83.01,2,124,68,251,561,0.447,194,246,0.789,127,395,179,696,0,1893,60,49,78,107,6,149,0,3,0,251,558,0.45,0.447,115,3.7,8.3,0.447,2.9,3.6,0.789,1.9,5.8,2.6,10.2,27.8,60,0.7,1.1,1.6,0.1,2.2,0,0,0,3.7,8.2,0.45,0.447
1,0,0,0,0,0,0,0,25,185.42,79.38,3,151,59,231,518,0.446,105,139,0.755,178,566,168,595,0,1650,42,37,141,123,20,143,28,87,0.322,203,431,0.471,0.473,118,3.9,8.8,0.446,1.8,2.4,0.755,3,9.6,2.8,10.1,28,42,0.6,2.4,2.1,0.3,2.4,0.5,1.5,0.322,3.4,7.3,0.471,0.473
0,0,0,0,0,1,0,0,24,200.66,104.33,2,255,38,44,82,0.537,36,50,0.72,61,30,55,124,0,363,0,16,45,12,4,34,0,2,0,44,80,0.55,0.537,250,1.2,2.2,0.537,0.9,1.3,0.72,1.6,0.8,1.4,3.3,9.6,0,0.4,1.2,0.3,0.1,0.9,0,0.1,0,1.2,2.1,0.55,0.537
0,0,0,1,0,0,0,0,33,193.04,88.45,11,184,59,144,313,0.46,117,142,0.824,43,148,69,412,0,865,2,8,35,41,6,77,7,26,0.269,137,287,0.477,0.471,175,2.4,5.3,0.46,2,2.4,0.824,0.7,2.5,1.2,7,14.7,2,0.1,0.6,0.7,0.1,1.3,0.1,0.4,0.269,2.3,4.9,0.477,0.471
0,1,0,0,0,0,0,0,22,208.28,97.52,0,244,45,64,112,0.571,38,91,0.418,82,22,58,166,0,354,0,35,47,12,7,19,0,0,0.5,64,112,0.571,0.571,237,1.4,2.5,0.571,0.8,2,0.418,1.8,0.5,1.3,3.7,7.9,0,0.8,1,0.3,0.2,0.4,0,0,0.313,1.4,2.5,0.571,0.571
0,0,0,0,0,0,1,0,23,203.2,97.52,0,283,28,21,58,0.362,6,10,0.6,33,29,31,48,0,196,3,9,24,9,2,19,0,0,0.5,21,58,0.362,0.362,297,0.8,2.1,0.362,0.2,0.4,0.6,1.2,1,1.1,1.7,7,3,0.3,0.9,0.3,0.1,0.7,0,0,0.4,0.8,2.1,0.362,0.362
0,1,0,0,0,0,0,0,27,193.04,79.38,2,277,25,20,50,0.4,14,22,0.636,12,14,24,55,0,176,0,6,6,8,2,12,1,1,1,19,49,0.388,0.41,279,0.8,2,0.4,0.6,0.9,0.636,0.5,0.6,1,2.2,7,0,0.2,0.2,0.3,0.1,0.5,0,0,1,0.8,2,0.388,0.41
0,0,0,0,0,0,1,0,26,208.28,109.77,2,44,75,575,1211,0.475,224,341,0.657,634,252,218,1375,0,2557,70,154,480,54,134,265,1,9,0.111,574,1202,0.478,0.475,42,7.7,16.1,0.475,3,4.5,0.657,8.5,3.4,2.9,18.3,34.1,70,2.1,6.4,0.7,1.8,3.5,0,0.1,0.111,7.7,16,0.478,0.475
0,1,0,0,0,0,0,0,27,200.66,86.18,3,235,41,78,152,0.513,30,39,0.769,71,31,62,188,0,478,0,24,47,12,2,34,2,6,0.333,76,146,0.521,0.52,214,1.9,3.7,0.513,0.7,1,0.769,1.7,0.8,1.5,4.6,11.7,0,0.6,1.1,0.3,0,0.8,0,0.1,0.333,1.9,3.6,0.521,0.52
0,1,0,0,0,0,0,0,23,200.66,102.06,1,38,77,562,1112,0.505,301,396,0.76,724,244,247,1432,0,2449,65,224,500,86,26,231,7,14,0.5,555,1098,0.505,0.509,38,7.3,14.4,0.505,3.9,5.1,0.76,9.4,3.2,3.2,18.6,31.8,65,2.9,6.5,1.1,0.3,3,0.1,0.2,0.5,7.2,14.3,0.505,0.509
0,0,0,1,0,0,0,0,31,203.2,92.99,8,142,56,236,505,0.467,139,178,0.781,453,102,147,611,0,1492,43,175,278,26,54,123,0,2,0,236,503,0.469,0.467,111,4.2,9,0.467,2.5,3.2,0.781,8.1,1.8,2.6,10.9,26.6,43,3.1,5,0.5,1,2.2,0,0,0,4.2,9,0.469,0.467
0,0,0,1,0,0,0,0,25,198.12,99.79,2,76,55,396,831,0.477,255,288,0.885,218,135,118,1049,0,1675,43,66,152,49,14,118,2,5,0.4,394,826,0.477,0.478,35,7.2,15.1,0.477,4.6,5.2,0.885,4,2.5,2.1,19.1,30.5,43,1.2,2.8,0.9,0.3,2.1,0,0.1,0.4,7.2,15,0.477,0.478
0,0,0,1,0,0,0,0,28,208.28,102.06,3,204,26,86,184,0.467,41,60,0.683,109,11,71,213,0,447,4,34,75,11,11,33,0,3,0,86,181,0.475,0.467,162,3.3,7.1,0.467,1.6,2.3,0.683,4.2,0.4,2.7,8.2,17.2,4,1.3,2.9,0.4,0.4,1.3,0,0.1,0,3.3,7,0.475,0.467
0,0,0,0,0,0,1,0,27,185.42,77.11,4,229,42,88,209,0.421,44,57,0.772,37,102,61,228,0,536,0,8,29,23,4,51,8,37,0.216,80,172,0.465,0.44,209,2.1,5,0.421,1,1.4,0.772,0.9,2.4,1.5,5.4,12.8,0,0.2,0.7,0.5,0.1,1.2,0.2,0.9,0.216,1.9,4.1,0.465,0.44
1,0,0,0,0,0,0,0,24,205.74,102.06,2,184,65,149,310,0.481,120,174,0.69,286,67,196,418,0,1123,13,98,188,28,15,92,0,2,0,149,308,0.484,0.481,177,2.3,4.8,0.481,1.8,2.7,0.69,4.4,1,3,6.4,17.3,13,1.5,2.9,0.4,0.2,1.4,0,0,0,2.3,4.7,0.484,0.481
1,0,0,0,0,0,0,0,34,210.82,98.43,11,260,42,53,115,0.461,36,47,0.766,211,34,125,142,0,885,32,49,162,12,31,40,0,2,0,53,113,0.469,0.461,255,1.3,2.7,0.461,0.9,1.1,0.766,5,0.8,3,3.4,21.1,32,1.2,3.9,0.3,0.7,1,0,0,0,1.3,2.7,0.469,0.461
0,0,0,0,0,0,0,1,30,190.5,81.65,8,249,19,64,135,0.474,25,29,0.862,31,85,55,169,0,433,19,6,25,15,3,40,16,47,0.34,48,88,0.545,0.533,142,3.4,7.1,0.474,1.3,1.5,0.862,1.6,4.5,2.9,8.9,22.8,19,0.3,1.3,0.8,0.2,2.1,0.8,2.5,0.34,2.5,4.6,0.545,0.533
0,0,0,0,1,0,0,0,26,185.42,83.91,3,182,46,175,358,0.489,72,96,0.75,63,143,72,428,0,925,1,23,40,43,3,59,6,17,0.353,169,341,0.496,0.497,136,3.8,7.8,0.489,1.6,2.1,0.75,1.4,3.1,1.6,9.3,20.1,1,0.5,0.9,0.9,0.1,1.3,0.1,0.4,0.353,3.7,7.4,0.496,0.497
0,0,0,0,1,0,0,0,32,210.82,95.25,10,132,67,269,516,0.521,138,203,0.68,600,156,184,676,0,1647,37,168,432,50,140,174,0,2,0,269,514,0.523,0.521,122,4,7.7,0.521,2.1,3,0.68,9,2.3,2.7,10.1,24.6,37,2.5,6.4,0.7,2.1,2.6,0,0,0,4,7.7,0.523,0.521
0,1,0,0,0,0,0,0,29,203.2,92.99,7,137,57,201,377,0.533,231,278,0.831,242,102,140,633,0,1495,51,98,144,36,15,98,0,2,0,201,375,0.536,0.533,105,3.5,6.6,0.533,4.1,4.9,0.831,4.2,1.8,2.5,11.1,26.2,51,1.7,2.5,0.6,0.3,1.7,0,0,0,3.5,6.6,0.536,0.533
0,1,0,0,0,0,0,0,22,205.74,99.79,0,291,23,8,50,0.16,12,21,0.571,41,4,21,28,0,149,0,6,35,1,2,8,0,1,0,8,49,0.163,0.16,312,0.3,2.2,0.16,0.5,0.9,0.571,1.8,0.2,0.9,1.2,6.5,0,0.3,1.5,0,0.1,0.3,0,0,0,0.3,2.1,0.163,0.16
0,0,0,0,0,1,0,0,26,208.28,92.99,3,28,73,582,1001,0.581,310,444,0.698,618,240,247,1474,0,2484,69,169,449,70,130,210,0,8,0,582,993,0.586,0.581,24,8,13.7,0.581,4.2,6.1,0.698,8.5,3.3,3.4,20.2,34,69,2.3,6.2,1,1.8,2.9,0,0.1,0,8,13.6,0.586,0.581
1,0,0,0,0,0,0,0,24,205.74,102.06,2,184,65,149,310,0.481,120,174,0.69,286,67,196,418,0,1123,13,98,188,28,15,92,0,2,0,149,308,0.484,0.481,177,2.3,4.8,0.481,1.8,2.7,0.69,4.4,1,3,6.4,17.3,13,1.5,2.9,0.4,0.2,1.4,0,0,0,2.3,4.7,0.484,0.481
0,0,0,0,0,0,1,0,23,195.58,99.79,0,175,78,204,398,0.513,91,132,0.689,203,79,170,499,0,1120,3,59,144,51,15,77,0,4,0,204,394,0.518,0.513,196,2.6,5.1,0.513,1.2,1.7,0.689,2.6,1,2.2,6.4,14.4,3,0.8,1.8,0.7,0.2,1,0,0.1,0,2.6,5.1,0.518,0.513
0,1,0,0,0,0,0,0,23,210.82,108.86,0,131,77,253,444,0.57,174,244,0.713,403,83,219,681,0,1705,42,140,263,19,28,110,1,2,0.5,252,442,0.57,0.571,145,3.3,5.8,0.57,2.3,3.2,0.713,5.2,1.1,2.8,8.8,22.1,42,1.8,3.4,0.2,0.4,1.4,0,0,0.5,3.3,5.7,0.57,0.571
0,1,0,0,0,0,0,0,30,203.2,108.86,8,245,44,92,188,0.489,14,16,0.875,143,61,128,198,0,682,1,38,105,21,4,48,0,2,0,92,186,0.495,0.489,239,2.1,4.3,0.489,0.3,0.4,0.875,3.3,1.4,2.9,4.5,15.5,1,0.9,2.4,0.5,0.1,1.1,0,0,0,2.1,4.2,0.495,0.489
0,0,0,0,1,0,0,0,28,215.9,111.13,5,311,2,3,7,0.429,6,10,0.6,10,5,6,12,0,36,0,2,8,1,1,6,0,0,1,3,7,0.429,0.429,204,1.5,3.5,0.429,3,5,0.6,5,2.5,3,6,18,0,1,4,0.5,0.5,3,0,0,1,1.5,3.5,0.429,0.429
0,1,0,0,0,0,0,0,26,187.96,79.38,4,272,32,34,82,0.415,21,31,0.677,26,80,25,89,0,278,1,4,22,15,3,32,0,1,0,34,81,0.42,0.415,274,1.1,2.6,0.415,0.7,1,0.677,0.8,2.5,0.8,2.8,8.7,1,0.1,0.7,0.5,0.1,1,0,0,0,1.1,2.5,0.42,0.415
0,0,0,0,0,0,1,0,23,198.12,95.25,0,169,61,195,399,0.489,127,157,0.809,141,132,151,517,0,1281,20,58,83,51,10,90,0,2,0,195,397,0.491,0.489,156,3.2,6.5,0.489,2.1,2.6,0.809,2.3,2.2,2.5,8.5,21,20,1,1.4,0.8,0.2,1.5,0,0,0,3.2,6.5,0.491,0.489
0,0,0,0,1,0,0,0,22,198.12,88.45,0,191,18,150,328,0.457,105,125,0.84,64,53,46,408,0,451,7,23,41,37,21,45,3,18,0.167,147,310,0.474,0.462,13,8.3,18.2,0.457,5.8,6.9,0.84,3.6,2.9,2.6,22.7,25.1,7,1.3,2.3,2.1,1.2,2.5,0.2,1,0.167,8.2,17.2,0.474,0.462
0,0,0,1,0,0,0,0,24,190.5,88.45,1,58,76,507,989,0.513,138,176,0.784,189,164,167,1174,0,2190,62,55,134,85,15,110,22,61,0.361,485,928,0.523,0.524,64,6.7,13,0.513,1.8,2.3,0.784,2.5,2.2,2.2,15.4,28.8,62,0.7,1.8,1.1,0.2,1.4,0.3,0.8,0.361,6.4,12.2,0.523,0.524
0,1,0,0,0,0,0,0,23,205.74,102.06,0,116,75,289,492,0.587,164,248,0.661,420,84,233,742,0,1675,18,137,283,35,34,123,0,0,0,289,492,0.587,0.587,127,3.9,6.6,0.587,2.2,3.3,0.661,5.6,1.1,3.1,9.9,22.3,18,1.8,3.8,0.5,0.5,1.6,0,0,0,3.9,6.6,0.587,0.587
0,1,0,0,0,0,0,0,24,198.12,92.99,3,228,11,100,181,0.552,58,84,0.69,41,31,35,259,0,339,9,20,21,9,13,33,1,2,0.5,99,179,0.553,0.555,9,9.1,16.5,0.552,5.3,7.6,0.69,3.7,2.8,3.2,23.5,30.8,9,1.8,1.9,0.8,1.2,3,0.1,0.2,0.5,9,16.3,0.553,0.555
0,0,0,0,1,0,0,0,25,213.36,95.25,1,309,12,5,12,0.417,3,4,0.75,10,4,13,13,0,43,0,4,6,0,1,7,0,0,0.5,5,12,0.417,0.417,316,0.4,1,0.417,0.3,0.3,0.75,0.8,0.3,1.1,1.1,3.6,0,0.3,0.5,0,0.1,0.6,0,0,0.333,0.4,1,0.417,0.417
1,0,0,0,0,0,0,0,29,210.82,113.4,7,140,67,255,519,0.491,127,171,0.743,433,150,133,640,0,1709,4,132,301,28,53,104,3,12,0.25,252,507,0.497,0.494,132,3.8,7.7,0.491,1.9,2.6,0.743,6.5,2.2,2,9.6,25.5,4,2,4.5,0.4,0.8,1.6,0,0.2,0.25,3.8,7.6,0.497,0.494
0,1,0,0,0,0,0,0,26,195.58,88.45,0,318,2,1,3,0.333,1,2,0.5,1,1,1,3,0,9,0,0,1,0,0,0,0,0,0.25,1,3,0.333,0.333,311,0.5,1.5,0.333,0.5,1,0.5,0.5,0.5,0.5,1.5,4.5,0,0,0.5,0,0,0,0,0,0.25,0.5,1.5,0.333,0.333
0,0,0,0,1,0,0,0,27,185.42,77.11,4,301,8,9,32,0.281,10,14,0.714,10,29,7,28,0,122,0,2,8,5,0,17,0,4,0,9,28,0.321,0.281,263,1.1,4,0.281,1.3,1.8,0.714,1.3,3.6,0.9,3.5,15.3,0,0.3,1,0.6,0,2.1,0,0.5,0,1.1,3.5,0.321,0.281
0,0,0,0,0,1,0,0,27,200.66,99.79,4,127,51,274,613,0.447,130,169,0.769,210,85,127,678,0,1386,17,69,141,40,17,77,0,3,0,274,610,0.449,0.447,78,5.4,12,0.447,2.5,3.3,0.769,4.1,1.7,2.5,13.3,27.2,17,1.4,2.8,0.8,0.3,1.5,0,0.1,0,5.4,12,0.449,0.447
0,0,0,0,1,0,0,0,27,200.66,97.52,4,141,63,249,462,0.539,112,146,0.767,308,170,173,610,0,1822,39,115,193,52,17,113,0,5,0,249,457,0.545,0.539,133,4,7.3,0.539,1.8,2.3,0.767,4.9,2.7,2.7,9.7,28.9,39,1.8,3.1,0.8,0.3,1.8,0,0.1,0,4,7.3,0.545,0.539
0,0,0,0,0,0,1,0,26,223.52,103.42,2,128,43,277,566,0.489,118,189,0.624,372,120,169,672,0,1326,32,88,284,40,58,126,0,3,0,277,563,0.492,0.489,60,6.4,13.2,0.489,2.7,4.4,0.624,8.7,2.8,3.9,15.6,30.8,32,2,6.6,0.9,1.3,2.9,0,0.1,0,6.4,13.1,0.492,0.489
0,0,0,0,0,1,0,0,29,213.36,97.52,5,246,44,71,174,0.408,31,57,0.544,179,19,95,173,0,776,9,51,128,22,71,48,0,1,0,71,173,0.41,0.408,248,1.6,4,0.408,0.7,1.3,0.544,4.1,0.4,2.2,3.9,17.6,9,1.2,2.9,0.5,1.6,1.1,0,0,0,1.6,3.9,0.41,0.408
1,0,0,0,0,0,0,0,27,185.42,83.01,4,118,65,275,671,0.41,163,200,0.815,150,447,148,726,0,1759,52,38,112,116,10,167,13,56,0.232,262,615,0.426,0.42,110,4.2,10.3,0.41,2.5,3.1,0.815,2.3,6.9,2.3,11.2,27.1,52,0.6,1.7,1.8,0.2,2.6,0.2,0.9,0.232,4,9.5,0.426,0.42
0,1,0,0,0,0,0,0,29,200.66,95.25,7,136,34,240,501,0.479,137,160,0.856,137,86,103,621,0,950,15,55,82,45,7,68,4,17,0.235,236,484,0.488,0.483,38,7.1,14.7,0.479,4,4.7,0.856,4,2.5,3,18.3,27.9,15,1.6,2.4,1.3,0.2,2,0.1,0.5,0.235,6.9,14.2,0.488,0.483
0,0,0,0,1,0,0,0,31,213.36,102.06,8,249,14,57,110,0.518,54,70,0.771,60,19,42,168,0,304,9,20,40,6,7,15,0,0,0.333,57,110,0.518,0.518,93,4.1,7.9,0.518,3.9,5,0.771,4.3,1.4,3,12,21.7,9,1.4,2.9,0.4,0.5,1.1,0,0,0.273,4.1,7.9,0.518,0.518
0,1,0,0,0,0,0,0,31,203.2,92.99,8,70,75,420,1006,0.417,136,177,0.768,289,323,232,1029,0,2594,63,47,242,75,21,104,53,162,0.327,367,844,0.435,0.444,76,5.6,13.4,0.417,1.8,2.4,0.768,3.9,4.3,3.1,13.7,34.6,63,0.6,3.2,1,0.3,1.4,0.7,2.2,0.327,4.9,11.3,0.435,0.444
0,0,0,0,1,0,0,0,34,200.66,97.52,11,311,6,9,27,0.333,1,2,0.5,9,6,6,20,0,78,2,3,6,2,2,3,1,2,0.5,8,25,0.32,0.352,276,1.5,4.5,0.333,0.2,0.3,0.5,1.5,1,1,3.3,13,2,0.5,1,0.3,0.3,0.5,0.2,0.3,0.5,1.3,4.2,0.32,0.352
0,1,0,0,0,0,0,0,28,200.66,97.52,1,196,63,139,294,0.473,85,108,0.787,151,54,65,363,0,721,0,73,78,31,3,55,0,5,0,139,289,0.481,0.473,205,2.2,4.7,0.473,1.3,1.7,0.787,2.4,0.9,1,5.8,11.4,0,1.2,1.2,0.5,0,0.9,0,0.1,0,2.2,4.6,0.481,0.473
0,0,0,0,1,0,0,0,29,190.5,80.74,6,153,52,197,437,0.451,133,167,0.796,85,188,78,549,0,1058,12,16,69,18,8,112,22,67,0.328,175,370,0.473,0.476,121,3.8,8.4,0.451,2.6,3.2,0.796,1.6,3.6,1.5,10.6,20.3,12,0.3,1.3,0.3,0.2,2.2,0.4,1.3,0.328,3.4,7.1,0.473,0.476
0,0,0,0,0,1,0,0,28,195.58,83.91,4,99,61,294,616,0.477,242,328,0.738,296,441,213,846,2,2057,60,98,198,110,47,186,16,55,0.291,278,561,0.496,0.49,74,4.8,10.1,0.477,4,5.4,0.738,4.9,7.2,3.5,13.9,33.7,60,1.6,3.2,1.8,0.8,3,0.3,0.9,0.291,4.6,9.2,0.496,0.49
0,0,0,0,0,1,0,0,28,195.58,83.91,4,99,61,294,616,0.477,242,328,0.738,296,441,213,846,2,2057,60,98,198,110,47,186,16,55,0.291,278,561,0.496,0.49,74,4.8,10.1,0.477,4,5.4,0.738,4.9,7.2,3.5,13.9,33.7,60,1.6,3.2,1.8,0.8,3,0.3,0.9,0.291,4.6,9.2,0.496,0.49
1,0,0,0,0,0,0,0,25,187.96,79.38,3,146,40,131,273,0.48,53,66,0.803,51,177,88,315,0,778,0,8,43,42,9,42,0,16,0,131,257,0.51,0.48,151,3.3,6.8,0.48,1.3,1.7,0.803,1.3,4.4,2.2,7.9,19.5,0,0.2,1.1,1.1,0.2,1.1,0,0.4,0,3.3,6.4,0.51,0.48
0,0,0,0,0,0,1,0,22,198.12,95.25,1,287,19,25,70,0.357,14,19,0.737,28,7,8,64,0,172,0,6,22,4,2,15,0,0,0.5,25,70,0.357,0.357,266,1.3,3.7,0.357,0.7,1,0.737,1.5,0.4,0.4,3.4,9.1,0,0.3,1.2,0.2,0.1,0.8,0,0,0.5,1.3,3.7,0.357,0.357
0,0,0,0,0,0,1,0,26,182.88,83.91,4,112,72,312,732,0.426,113,136,0.831,252,379,114,768,0,2182,67,55,197,91,7,163,31,103,0.301,281,629,0.447,0.447,119,4.3,10.2,0.426,1.6,1.9,0.831,3.5,5.3,1.6,10.7,30.3,67,0.8,2.7,1.3,0.1,2.3,0.4,1.4,0.301,3.9,8.7,0.447,0.447
0,1,0,0,0,0,0,0,28,208.28,108.86,5,295,5,19,28,0.679,9,12,0.75,28,10,13,47,0,116,2,12,16,0,4,10,0,0,0,19,28,0.679,0.679,139,3.8,5.6,0.679,1.8,2.4,0.75,5.6,2,2.6,9.4,23.2,2,2.4,3.2,0,0.8,2,0,0,0,3.8,5.6,0.679,0.679
