"birth_date","injury_date","Player_Name_Cleaned","age_at_injury","height_cm","weight_kg","Team","position","Injury_Method","Injury_Location","Other_Injury","career_before","career_after","career_all","Notes","injury_year","injury_month","injury_day","birth_year","birth_month","birth_day","year_start","year_end","Rk_Ttls","G","FG_Ttls","FGA_Ttls","FG._Ttls","FT_Ttls","FTA_Ttls","FT._Ttls","TRB_Ttls","AST_Ttls","PF_Ttls","PTS_Ttls","Trp.Dbl","Season","MP_Ttls","GS_Ttls","ORB_Ttls","DRB_Ttls","STL_Ttls","BLK_Ttls","TOV_Ttls","X3P_Ttls","X3PA_Ttls","X3P._Ttls","X2P_Ttls","X2PA_Ttls","X2P._Ttls","eFG._Ttls","Rk_PrGs","FG_PrGs","FGA_PrGs","FG._PrGs","FT_PrGs","FTA_PrGs","FT._PrGs","TRB_PrGs","AST_PrGs","PF_PrGs","PTS_PrGs","MP_PrGs","GS_PrGs","ORB_PrGs","DRB_PrGs","STL_PrGs","BLK_PrGs","TOV_PrGs","X3P_PrGs","X3PA_PrGs","X3P._PrGs","X2P_PrGs","X2PA_PrGs","X2P._PrGs","eFG._PrGs"
1981-02-18,2005-03-26,"andrei kirilenko",24,205.74,99.79,"Jazz","F","Fractures","Wrist Issues",NA,3,10,13,"placed on IL with broken left wrist",2005,3,26,1981,2,18,2002,2015,65,69,336,730,0.46,346,495,0.699,552,299,162,1054,2,2006,2604,63,161,391,102,220,203,36,117,0.308,300,613,0.489,0.485,58,4.9,10.6,0.46,5,7.2,0.699,8,4.3,2.3,15.3,37.7,63,2.3,5.7,1.5,3.2,2.9,0.5,1.7,0.308,4.3,8.9,0.489,0.485
1979-11-27,2005-03-27,"brendan haywood",25,213.36,121.56,"Wizards","C","Fractures",NA,NA,3,10,13,"placed on IL with fractured left thumb",2005,3,27,1979,11,27,2002,2015,153,68,239,427,0.56,159,261,0.609,464,57,218,637,0,2005,1865,68,202,262,52,114,96,0,0,NA,239,427,0.56,0.56,159,3.5,6.3,0.56,2.3,3.8,0.609,6.8,0.8,3.2,9.4,27.4,68,3,3.9,0.8,1.7,1.4,0,0,NA,3.5,6.3,0.56,0.56
1979-05-23,2005-03-29,"rasual butler",25,200.66,97.52,"Heat","F-G","Overuse Injuries","Knee Issues",NA,2,11,13,"placed on IL with right knee tendinitis",2005,3,29,1979,5,23,2003,2016,224,65,163,409,0.399,37,48,0.771,151,62,104,420,0,2005,1203,15,15,136,18,29,37,57,153,0.373,106,256,0.414,0.468,228,2.5,6.3,0.399,0.6,0.7,0.771,2.3,1,1.6,6.5,18.5,15,0.2,2.1,0.3,0.4,0.6,0.9,2.4,0.373,1.6,3.9,0.414,0.468
1980-12-30,2005-03-30,"didier ilunga-mbenga",24,213.36,111.13,"Mavericks","C","Strains","Leg Issues",NA,0,6,6,"placed on IL with strained right hamstring",2005,3,30,1980,12,30,2005,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980-06-13,2005-03-30,"linton johnson",24,203.2,92.99,"Spurs","F","Soreness","Ankle Issues",NA,1,4,5,"placed on IL with sore left ankle",2005,3,30,1980,6,13,2004,2009,462,2,0,2,0,0,0,NA,3,0,1,0,0,2005,15,0,0,3,1,0,1,0,1,0,0,1,0,0,462,0,1,0,0,0,NA,1.5,0,0.5,0,7.5,0,0,1.5,0.5,0,0.5,0,0.5,0,0,0.5,0,0
1972-04-09,2005-04-03,"zeljko rebraca",32,213.36,116.57,"Clippers","C","Sprains","Wrist Issues",NA,3,1,4,"placed on IL with sprained right wrist",2005,4,3,1972,4,9,2002,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979-11-06,2005-04-03,"lamar odom",25,208.28,99.79,"Lakers","F","Strains","Shoulder Issues",NA,5,8,13,"placed on IL with strained left shoulder",2005,4,3,1979,11,6,2000,2013,77,64,366,774,0.473,207,298,0.695,653,238,211,975,0,2005,2320,64,134,519,42,65,161,36,117,0.308,330,657,0.502,0.496,67,5.7,12.1,0.473,3.2,4.7,0.695,10.2,3.7,3.3,15.2,36.3,64,2.1,8.1,0.7,1,2.5,0.6,1.8,0.308,5.2,10.3,0.502,0.496
1985-04-16,2005-04-05,"luol deng",19,205.74,99.79,"Bulls","F",NA,"Wrist Issues",NA,0,13,13,"placed on IL with torn ligament in right wrist",2005,4,5,1985,4,16,2005,2018,137,61,280,645,0.434,120,162,0.741,322,135,98,711,0,2005,1663,45,92,230,48,27,118,31,117,0.265,249,528,0.472,0.458,110,4.6,10.6,0.434,2,2.7,0.741,5.3,2.2,1.6,11.7,27.3,45,1.5,3.8,0.8,0.4,1.9,0.5,1.9,0.265,4.1,8.7,0.472,0.458
1979-07-16,2005-04-05,"chris mihm",25,213.36,120.2,"Lakers","C","Sprains","Ankle Issues",NA,4,4,8,"placed on IL with sprained right ankle",2005,4,5,1979,7,16,2001,2009,127,75,280,552,0.507,175,258,0.678,502,50,237,735,0,2005,1870,75,197,305,14,108,110,0,2,0,280,550,0.509,0.507,146,3.7,7.4,0.507,2.3,3.4,0.678,6.7,0.7,3.2,9.8,24.9,75,2.6,4.1,0.2,1.4,1.5,0,0,0,3.7,7.3,0.509,0.507
1969-11-25,2005-04-05,"anthony peeler",35,193.04,94.35,"Wizards","G","Overuse Injuries","Knee Issues",NA,12,0,12,"placed on IL with right knee tendinitis",2005,4,5,1969,11,25,1993,2005,331,40,56,150,0.373,16,18,0.889,65,57,39,153,0,2005,529,0,14,51,18,2,28,25,65,0.385,31,85,0.365,0.457,337,1.4,3.8,0.373,0.4,0.5,0.889,1.6,1.4,1,3.8,13.2,0,0.4,1.3,0.5,0.1,0.7,0.6,1.6,0.385,0.8,2.1,0.365,0.457
1980-02-17,2005-04-07,"al harrington",25,205.74,104.33,"Hawks","F","Overuse Injuries","Knee Issues",NA,6,9,15,"placed on IL with right knee tendinitis",2005,4,7,1980,2,17,1999,2014,32,76,551,1220,0.452,243,350,0.694,523,238,301,1411,0,2006,2782,76,132,391,85,14,195,66,191,0.346,485,1029,0.471,0.479,35,7.3,16.1,0.452,3.2,4.6,0.694,6.9,3.1,4,18.6,36.6,76,1.7,5.1,1.1,0.2,2.6,0.9,2.5,0.346,6.4,13.5,0.471,0.479
1972-10-05,2005-04-08,"grant hill",32,203.2,102.06,"Magic","F-G","Soreness",NA,NA,10,8,18,"placed on IL with sore left shin",2005,4,8,1972,10,5,1995,2013,37,67,517,1015,0.509,280,341,0.821,318,220,144,1317,0,2005,2338,67,77,241,97,28,161,3,13,0.231,514,1002,0.513,0.511,28,7.7,15.1,0.509,4.2,5.1,0.821,4.7,3.3,2.1,19.7,34.9,67,1.1,3.6,1.4,0.4,2.4,0,0.2,0.231,7.7,15,0.513,0.511
1985-12-03,2005-04-08,"robert swift",19,213.36,111.13,"Sonics","C","Overuse Injuries","Knee Issues",NA,0,4,4,"placed on IL with right knee tendinitis",2005,4,8,1985,12,3,2005,2009,434,16,5,11,0.455,5,9,0.556,5,2,16,15,0,2005,72,0,1,4,1,7,4,0,0,NA,5,11,0.455,0.455,454,0.3,0.7,0.455,0.3,0.6,0.556,0.3,0.1,1,0.9,4.5,0,0.1,0.3,0.1,0.4,0.3,0,0,NA,0.3,0.7,0.455,0.455
1975-08-22,2005-04-09,"obinna ekezie",29,205.74,122.47,"Hawks","F-C","Strains","Shoulder Issues",NA,5,0,5,"placed on IL with strained left shoulder",2005,4,9,1975,8,22,2000,2005,299,42,79,182,0.434,72,93,0.774,179,11,129,230,0,2005,732,31,69,110,22,12,45,0,1,0,79,181,0.436,0.434,266,1.9,4.3,0.434,1.7,2.2,0.774,4.3,0.3,3.1,5.5,17.4,31,1.6,2.6,0.5,0.3,1.1,0,0,0,1.9,4.3,0.436,0.434
1973-05-18,2005-04-09,"donyell marshall",31,205.74,98.88,"Raptors","F","Strains","Tendon Issues",NA,10,4,14,"placed on IL with strained right Achilles tendon",2005,4,9,1973,5,18,1995,2009,122,65,262,592,0.443,72,91,0.791,428,81,136,747,0,2005,1645,2,95,333,57,46,42,151,363,0.416,111,229,0.485,0.57,116,4,9.1,0.443,1.1,1.4,0.791,6.6,1.2,2.1,11.5,25.3,2,1.5,5.1,0.9,0.7,0.6,2.3,5.6,0.416,1.7,3.5,0.485,0.57
1979-11-12,2005-04-13,"corey maggette",25,198.12,98.88,"Clippers","F",NA,"Wrist Issues",NA,5,8,13,"placed on IL with torn ligament in left wrist",2005,4,13,1979,11,12,2000,2013,25,66,425,986,0.431,563,657,0.857,394,225,191,1464,0,2005,2436,60,70,324,70,8,195,51,168,0.304,374,818,0.457,0.457,17,6.4,14.9,0.431,8.5,10,0.857,6,3.4,2.9,22.2,36.9,60,1.1,4.9,1.1,0.1,3,0.8,2.5,0.304,5.7,12.4,0.457,0.457
1980-06-13,2005-04-13,"linton johnson",24,203.2,92.99,"Spurs","F",NA,"Ankle Issues",NA,1,4,5,"placed on IL with left ankle injury",2005,4,13,1980,6,13,2004,2009,462,2,0,2,0,0,0,NA,3,0,1,0,0,2005,15,0,0,3,1,0,1,0,1,0,0,1,0,0,462,0,1,0,0,0,NA,1.5,0,0.5,0,7.5,0,0,1.5,0.5,0,0.5,0,0.5,0,0,0.5,0,0
1985-05-13,2005-04-13,"peter john",19,220.98,124.74,"Wizards","C","Overuse Injuries","Knee Issues",NA,0,0,0,"placed on IL with left knee tendinitis",2005,4,13,1985,5,13,2005,2005,441,6,5,10,0.5,1,2,0.5,4,0,4,11,0,2005,20,0,1,3,0,1,3,0,0,NA,5,10,0.5,0.5,417,0.8,1.7,0.5,0.2,0.3,0.5,0.7,0,0.7,1.8,3.3,0,0.2,0.5,0,0.2,0.5,0,0,NA,0.8,1.7,0.5,0.5
1981-02-16,2005-04-14,"qyntel woods",24,203.2,100.24,"Heat","F","Sprains","Ankle Issues",NA,2,1,3,"placed on IL with sprained left ankle",2005,4,14,1981,2,16,2003,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1977-07-08,2005-04-14,"wang zhizhi",27,213.36,115.67,"Heat","C","Strains","Back Issues",NA,4,0,4,"placed on IL with strained lower back",2005,4,14,1977,7,8,2001,2005,392,20,17,36,0.472,7,12,0.583,18,5,9,43,0,2005,92,0,6,12,3,2,5,2,3,0.667,15,33,0.455,0.5,404,0.9,1.8,0.472,0.4,0.6,0.583,0.9,0.3,0.5,2.2,4.6,0,0.3,0.6,0.2,0.1,0.3,0.1,0.2,0.667,0.8,1.7,0.455,0.5
1979-06-03,2005-04-15,"tierre brown",25,187.96,85.73,"Lakers","G","Overuse Injuries","Knee Issues",NA,3,0,3,"placed on IL with left knee tendinitis",2005,4,15,1979,6,3,2002,2005,255,76,124,348,0.356,59,75,0.787,93,155,59,333,0,2005,1066,0,21,72,32,1,74,26,72,0.361,98,276,0.355,0.394,310,1.6,4.6,0.356,0.8,1,0.787,1.2,2,0.8,4.4,14,0,0.3,0.9,0.4,0,1,0.3,0.9,0.361,1.3,3.6,0.355,0.394
1973-07-23,2005-04-15,"darvin ham",31,200.66,99.79,"Pistons","F","Strains",NA,NA,8,0,8,"placed on IL with strained right arch",2005,4,15,1973,7,23,1997,2005,389,47,17,37,0.459,12,31,0.387,35,5,39,46,0,2005,275,0,19,16,6,7,8,0,0,NA,17,37,0.459,0.459,448,0.4,0.8,0.459,0.3,0.7,0.387,0.7,0.1,0.8,1,5.9,0,0.4,0.3,0.1,0.1,0.2,0,0,NA,0.4,0.8,0.459,0.459
1980-11-22,2005-04-16,"james thomas",24,203.2,106.59,"Hawks","F",NA,"Back Issues",NA,0,1,1,"placed on IL with back spasms",2005,4,16,1980,11,22,2005,2006,420,2,1,2,0.5,0,0,NA,2,0,1,2,0,2005,5,0,2,0,0,0,0,0,0,NA,1,2,0.5,0.5,393,0.5,1,0.5,0,0,NA,1,0,0.5,1,2.5,0,1,0,0,0,0,0,0,NA,0.5,1,0.5,0.5
1978-02-28,2005-04-17,"jamaal tinsley",27,190.5,88.45,"Pacers","G",NA,"Foot Issues",NA,3,9,12,"placed on IL with bruised left foot",2005,4,17,1978,2,28,2002,2014,223,42,158,386,0.409,58,91,0.637,133,211,96,390,0,2006,1122,27,35,98,49,6,109,16,70,0.229,142,316,0.449,0.43,157,3.8,9.2,0.409,1.4,2.2,0.637,3.2,5,2.3,9.3,26.7,27,0.8,2.3,1.2,0.1,2.6,0.4,1.7,0.229,3.4,7.5,0.449,0.43
1979-06-28,2005-04-17,"damone brown",25,205.74,90.72,"Wizards","F","Overuse Injuries","Shoulder Issues",NA,3,0,3,"placed on IL with right shoulder biceps tendinitis",2005,4,17,1979,6,28,2002,2005,383,14,23,62,0.371,4,9,0.444,28,14,17,54,0,2005,152,0,10,18,1,6,15,4,11,0.364,19,51,0.373,0.403,326,1.6,4.4,0.371,0.3,0.6,0.444,2,1,1.2,3.9,10.9,0,0.7,1.3,0.1,0.4,1.1,0.3,0.8,0.364,1.4,3.6,0.373,0.403
1974-03-22,2005-04-18,"marcus camby",31,210.82,99.79,"Nuggets","C-F","Strains","Leg Issues",NA,8,8,16,"placed on IL with strained right hamstring",2005,4,18,1974,3,22,1997,2013,128,56,302,649,0.465,111,156,0.712,668,115,158,716,0,2006,1857,54,132,536,79,184,92,1,11,0.091,301,638,0.472,0.466,90,5.4,11.6,0.465,2,2.8,0.712,11.9,2.1,2.8,12.8,33.2,54,2.4,9.6,1.4,3.3,1.6,0,0.2,0.091,5.4,11.4,0.472,0.466
1976-03-13,2005-04-18,"troy hudson",29,185.42,77.11,"Timberwolves","G","Soreness","Hip Issues",NA,7,3,10,"placed on IL with sore right groin",2005,4,18,1976,3,13,1998,2008,248,36,127,333,0.381,48,52,0.923,44,106,55,342,0,2006,800,0,8,36,12,4,40,40,101,0.396,87,232,0.375,0.441,147,3.5,9.3,0.381,1.3,1.4,0.923,1.2,2.9,1.5,9.5,22.2,0,0.2,1,0.3,0.1,1.1,1.1,2.8,0.396,2.4,6.4,0.375,0.441
1976-07-11,2005-04-19,"eduardo najera",28,203.2,108.86,"Nuggets","F","Fractures","Hand Issues",NA,4,7,11,"placed on IL with broken bone in right hand",2005,4,19,1976,7,11,2001,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1977-12-30,2005-04-19,"kenyon martin",27,205.74,106.14,"Nuggets","F",NA,"Knee Issues",NA,4,10,14,"placed on IL with left knee chondromalacia",2005,4,19,1977,12,30,2001,2015,61,70,444,907,0.49,199,308,0.646,511,170,228,1087,0,2005,2272,67,146,365,100,78,149,0,12,0,444,895,0.496,0.49,62,6.3,13,0.49,2.8,4.4,0.646,7.3,2.4,3.3,15.5,32.5,67,2.1,5.2,1.4,1.1,2.1,0,0.2,0,6.3,12.8,0.496,0.49
1973-03-01,2005-04-20,"chris webber",32,205.74,111.13,"76ers","F-C",NA,"Knee Issues",NA,11,3,14,"placed on IL with left knee synovitis",2005,4,20,1973,3,1,1994,2008,25,75,617,1422,0.434,263,348,0.756,741,256,219,1518,0,2006,2893,75,184,557,103,62,182,21,77,0.273,596,1345,0.443,0.441,24,8.2,19,0.434,3.5,4.6,0.756,9.9,3.4,2.9,20.2,38.6,75,2.5,7.4,1.4,0.8,2.4,0.3,1,0.273,7.9,17.9,0.443,0.441
1982-10-02,2005-04-20,"tyson chandler",22,215.9,108.86,"Bulls","C","Sprains","Ankle Issues",NA,3,13,16,"placed on IL with sprained left ankle",2005,4,20,1982,10,2,2002,2018,151,80,207,419,0.494,226,336,0.673,775,65,268,640,0,2005,2189,10,261,514,69,141,118,0,2,0,207,417,0.496,0.494,180,2.6,5.2,0.494,2.8,4.2,0.673,9.7,0.8,3.4,8,27.4,10,3.3,6.4,0.9,1.8,1.5,0,0,0,2.6,5.2,0.496,0.494
1978-02-14,2005-04-20,"richard hamilton",27,198.12,83.91,"Pistons","G-F",NA,NA,"Other",5,8,13,"placed on IL with left eye injury",2005,4,20,1978,2,14,2000,2013,20,80,649,1322,0.491,256,303,0.845,256,275,207,1609,0,2006,2825,80,84,172,52,16,173,55,120,0.458,594,1202,0.494,0.512,25,8.1,16.5,0.491,3.2,3.8,0.845,3.2,3.4,2.6,20.1,35.3,80,1.1,2.2,0.7,0.2,2.2,0.7,1.5,0.458,7.4,15,0.494,0.512
1975-03-19,2005-04-20,"antonio daniels",30,193.04,88.45,"Sonics","G",NA,"Knee Issues",NA,7,6,13,"placed on IL with left knee chondromalacia",2005,4,20,1975,3,19,1998,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979-04-18,2005-10-31,"michael bradley",26,208.28,111.13,"76ers","F-C",NA,"Knee Issues",NA,3,1,4,"placed on IL with surgery on right knee",2005,10,31,1979,4,18,2002,2006,380,46,32,79,0.405,2,3,0.667,107,17,39,67,0,2006,367,1,40,67,5,7,19,1,5,0.2,31,74,0.419,0.411,421,0.7,1.7,0.405,0,0.1,0.667,2.3,0.4,0.8,1.5,8,1,0.9,1.5,0.1,0.2,0.4,0,0.1,0.2,0.7,1.6,0.419,0.411
1981-11-19,2005-10-31,"marcus banks",23,187.96,90.72,"Celtics","G","Fractures",NA,NA,1,6,7,"placed on IL with stress fracture in left shin",2005,10,31,1981,11,19,2004,2011,241,81,115,286,0.402,121,163,0.742,126,155,146,372,0,2005,1145,2,29,97,63,13,79,21,59,0.356,94,227,0.414,0.439,299,1.4,3.5,0.402,1.5,2,0.742,1.6,1.9,1.8,4.6,14.1,2,0.4,1.2,0.8,0.2,1,0.3,0.7,0.356,1.2,2.8,0.414,0.439
1982-01-11,2005-10-31,"tony allen",23,193.04,96.62,"Celtics","G-F",NA,"Knee Issues",NA,0,13,13,"placed on IL with right knee rehab",2005,10,31,1982,1,11,2005,2018,192,77,184,387,0.475,112,152,0.737,221,64,156,492,0,2005,1262,34,85,136,76,24,77,12,31,0.387,172,356,0.483,0.491,230,2.4,5,0.475,1.5,2,0.737,2.9,0.8,2,6.4,16.4,34,1.1,1.8,1,0.3,1,0.2,0.4,0.387,2.2,4.6,0.483,0.491
1977-05-02,2005-10-31,"brian cardinal",28,203.2,111.13,"Grizzlies","F",NA,"Knee Issues",NA,4,7,11,"placed on IL with left knee rehab",2005,10,31,1977,5,2,2001,2012,331,36,46,111,0.414,19,27,0.704,55,33,65,124,0,2006,402,0,11,44,23,0,27,13,29,0.448,33,82,0.402,0.473,323,1.3,3.1,0.414,0.5,0.8,0.704,1.5,0.9,1.8,3.4,11.2,0,0.3,1.2,0.6,0,0.8,0.4,0.8,0.448,0.9,2.3,0.402,0.473
1977-01-13,2005-10-31,"james posey",28,203.2,97.52,"Heat","F-G","Sprains",NA,NA,5,6,11,"placed on IL with sprained right thumb",2005,10,31,1977,1,13,2000,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1977-06-15,2005-10-31,"michael doleac",28,210.82,118.84,"Heat","C","Strains","Leg Issues",NA,6,3,9,"placed on IL with strained left calf",2005,10,31,1977,6,15,1999,2008,344,31,37,88,0.42,24,30,0.8,85,8,45,98,0,2006,371,3,23,62,10,7,14,0,0,NA,37,88,0.42,0.42,340,1.2,2.8,0.42,0.8,1,0.8,2.7,0.3,1.5,3.2,12,3,0.7,2,0.3,0.2,0.5,0,0,NA,1.2,2.8,0.42,0.42
1973-12-31,2005-10-31,"shandon anderson",31,198.12,94.35,"Heat","F-G",NA,"Back Issues",NA,8,1,9,"placed on IL with lower back spasms",2005,10,31,1973,12,31,1997,2006,290,65,98,215,0.456,54,66,0.818,190,70,136,255,0,2005,1151,5,40,150,40,14,49,5,28,0.179,93,187,0.497,0.467,325,1.5,3.3,0.456,0.8,1,0.818,2.9,1.1,2.1,3.9,17.7,5,0.6,2.3,0.6,0.2,0.8,0.1,0.4,0.179,1.4,2.9,0.497,0.467
1981-11-20,2005-10-31,"carlos boozer",23,205.74,117.03,"Jazz","F-C","Strains","Leg Issues",NA,2,10,12,"placed on IL with strained left hamstring",2005,10,31,1981,11,20,2003,2015,91,51,361,693,0.521,187,268,0.698,457,144,179,909,0,2005,1772,51,141,316,41,24,137,0,1,0,361,692,0.522,0.521,40,7.1,13.6,0.521,3.7,5.3,0.698,9,2.8,3.5,17.8,34.7,51,2.8,6.2,0.8,0.5,2.7,0,0,0,7.1,13.6,0.522,0.521
1980-03-28,2005-10-31,"luke walton",25,203.2,106.59,"Lakers","F","Strains","Leg Issues",NA,1,8,9,"placed on IL with strained left hamstring",2005,10,31,1980,3,28,2004,2013,245,69,135,328,0.412,57,76,0.75,247,156,119,345,0,2006,1333,6,88,159,41,15,78,18,55,0.327,117,273,0.429,0.439,269,2,4.8,0.412,0.8,1.1,0.75,3.6,2.3,1.7,5,19.3,6,1.3,2.3,0.6,0.2,1.1,0.3,0.8,0.327,1.7,4,0.429,0.439
1980-04-05,2005-10-31,"mario kasun",25,215.9,117.93,"Magic","C","Overuse Injuries","Ankle Issues",NA,0,1,1,"placed on IL with right ankle tendinitis",2005,10,31,1980,4,5,2005,2006,362,28,31,69,0.449,18,23,0.783,60,3,69,80,0,2006,213,0,24,36,2,3,15,0,0,NA,31,69,0.449,0.449,356,1.1,2.5,0.449,0.6,0.8,0.783,2.1,0.1,2.5,2.9,7.6,0,0.9,1.3,0.1,0.1,0.5,0,0,NA,1.1,2.5,0.449,0.449
1974-11-05,2005-10-31,"jerry stackhouse",30,198.12,98.88,"Mavericks","G-F","Soreness","Knee Issues",NA,9,8,17,"placed on IL with sore right knee",2005,10,31,1974,11,5,1996,2013,105,56,274,662,0.414,253,298,0.849,183,127,104,833,0,2005,1617,7,38,145,53,10,106,32,120,0.267,242,542,0.446,0.438,71,4.9,11.8,0.414,4.5,5.3,0.849,3.3,2.3,1.9,14.9,28.9,7,0.7,2.6,0.9,0.2,1.9,0.6,2.1,0.267,4.3,9.7,0.446,0.438
1970-12-31,2005-10-31,"bryon russell",34,200.66,102.06,"Nuggets","F",NA,"Knee Issues",NA,11,1,12,"placed on IL with torn medial meniscus in right knee",2005,10,31,1970,12,31,1994,2006,267,70,95,252,0.377,61,77,0.792,172,72,130,307,0,2005,1026,2,50,122,44,11,35,56,149,0.376,39,103,0.379,0.488,311,1.4,3.6,0.377,0.9,1.1,0.792,2.5,1,1.9,4.4,14.7,2,0.7,1.7,0.6,0.2,0.5,0.8,2.1,0.376,0.6,1.5,0.379,0.488
1977-01-16,2005-10-31,"jeff foster",28,210.82,107.05,"Pacers","F-C","Soreness","Tendon Issues",NA,5,7,12,"placed on IL with sore left Achilles tendon",2005,10,31,1977,1,16,2000,2012,221,61,168,324,0.519,90,142,0.634,550,43,186,426,0,2005,1594,43,205,345,46,12,55,0,5,0,168,319,0.527,0.519,216,2.8,5.3,0.519,1.5,2.3,0.634,9,0.7,3,7,26.1,43,3.4,5.7,0.8,0.2,0.9,0,0.1,0,2.8,5.2,0.527,0.519
1975-02-12,2005-10-31,"scot pollard",30,210.82,120.2,"Pacers","C","Strains","Leg Issues",NA,7,3,10,"placed on IL with strained left calf",2005,10,31,1975,2,12,1998,2008,309,45,70,154,0.455,29,38,0.763,218,24,115,169,0,2006,771,32,73,145,37,20,26,0,0,NA,70,154,0.455,0.455,310,1.6,3.4,0.455,0.6,0.8,0.763,4.8,0.5,2.6,3.8,17.1,32,1.6,3.2,0.8,0.4,0.6,0,0,NA,1.6,3.4,0.455,0.455
1981-11-22,2005-10-31,"pape sow",23,208.28,113.4,"Raptors","F",NA,"Hip Issues",NA,0,2,2,"placed on IL with groin injury",2005,10,31,1981,11,22,2005,2007,382,27,23,58,0.397,16,27,0.593,57,2,46,62,0,2005,255,4,18,39,12,4,10,0,0,NA,23,58,0.397,0.397,399,0.9,2.1,0.397,0.6,1,0.593,2.1,0.1,1.7,2.3,9.4,4,0.7,1.4,0.4,0.1,0.4,0,0,NA,0.9,2.1,0.397,0.397
1973-03-25,2005-10-31,"bob sura",32,195.58,90.72,"Rockets","G",NA,"Knee Issues",NA,9,0,9,"placed on IL with surgery on right knee",2005,10,31,1973,3,25,1996,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978-10-22,2005-10-31,"dion glover",27,195.58,103.42,"Rockets","G","Sprains","Knee Issues",NA,5,0,5,"placed on IL with sprained right knee",2005,10,31,1978,10,22,2000,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975-07-26,2005-11-02,"joe smith",30,208.28,102.06,"Bucks","F","Soreness","Knee Issues",NA,9,6,15,"placed on IL with sore left knee",2005,11,2,1975,7,26,1996,2011,226,44,145,305,0.475,89,115,0.774,230,31,120,379,0,2006,887,5,83,147,24,13,40,0,2,0,145,303,0.479,0.475,173,3.3,6.9,0.475,2,2.6,0.774,5.2,0.7,2.7,8.6,20.2,5,1.9,3.3,0.5,0.3,0.9,0,0,0,3.3,6.9,0.479,0.475
1979-11-12,2005-11-02,"corey maggette",25,198.12,98.88,"Clippers","F",NA,"Leg Issues",NA,5,8,13,"placed on IL with left hamstring injury",2005,11,2,1979,11,12,2000,2013,25,66,425,986,0.431,563,657,0.857,394,225,191,1464,0,2005,2436,60,70,324,70,8,195,51,168,0.304,374,818,0.457,0.457,17,6.4,14.9,0.431,8.5,10,0.857,6,3.4,2.9,22.2,36.9,60,1.1,4.9,1.1,0.1,3,0.8,2.5,0.304,5.7,12.4,0.457,0.457
1985-09-11,2005-11-02,"shaun livingston",20,200.66,87.09,"Clippers","G",NA,"Back Issues",NA,0,13,13,"placed on IL with lower back stress reaction",2005,11,2,1985,9,11,2005,2018,238,61,149,349,0.427,53,77,0.688,183,273,160,352,0,2006,1525,14,41,142,46,32,111,1,8,0.125,148,341,0.434,0.428,241,2.4,5.7,0.427,0.9,1.3,0.688,3,4.5,2.6,5.8,25,14,0.7,2.3,0.8,0.5,1.8,0,0.1,0.125,2.4,5.6,0.434,0.428
