"birth_date","injury_date","Player_Name_Cleaned","age_at_injury","height_cm","weight_kg","Team","position","Injury_Method","Injury_Location","Other_Injury","career_before","career_after","career_all","Notes","injury_year","injury_month","injury_day","birth_year","birth_month","birth_day","year_start","year_end","Rk_Ttls","G","FG_Ttls","FGA_Ttls","FG._Ttls","FT_Ttls","FTA_Ttls","FT._Ttls","TRB_Ttls","AST_Ttls","PF_Ttls","PTS_Ttls","Trp.Dbl","Season","MP_Ttls","GS_Ttls","ORB_Ttls","DRB_Ttls","STL_Ttls","BLK_Ttls","TOV_Ttls","X3P_Ttls","X3PA_Ttls","X3P._Ttls","X2P_Ttls","X2PA_Ttls","X2P._Ttls","eFG._Ttls","Rk_PrGs","FG_PrGs","FGA_PrGs","FG._PrGs","FT_PrGs","FTA_PrGs","FT._PrGs","TRB_PrGs","AST_PrGs","PF_PrGs","PTS_PrGs","MP_PrGs","GS_PrGs","ORB_PrGs","DRB_PrGs","STL_PrGs","BLK_PrGs","TOV_PrGs","X3P_PrGs","X3PA_PrGs","X3P._PrGs","X2P_PrGs","X2PA_PrGs","X2P._PrGs","eFG._PrGs"
1976-04-19,2001-04-11,"scott padgett",24,205.74,108.86,"Jazz","F","Strains","Hip Issues",NA,1,6,7,"placed on IL with strained right groin",2001,4,11,1976,4,19,2000,2007,364,27,18,43,0.419,15,20,0.75,39,5,21,56,0,2001,127,0,19,20,6,3,10,5,9,0.556,13,34,0.382,0.477,391,0.7,1.6,0.419,0.6,0.7,0.75,1.4,0.2,0.8,2.1,4.7,0,0.7,0.7,0.2,0.1,0.4,0.2,0.3,0.556,0.5,1.3,0.382,0.477
1980-03-20,2001-04-13,"jamal crawford",21,195.58,90.72,"Bulls","G",NA,"Knee Issues",NA,0,17,17,"placed on IL with hyperextended left knee",2001,4,13,1980,3,20,2001,2018,282,23,89,187,0.476,10,13,0.769,34,55,18,214,0,2002,481,6,5,29,18,5,32,26,58,0.448,63,129,0.488,0.545,147,3.9,8.1,0.476,0.4,0.6,0.769,1.5,2.4,0.8,9.3,20.9,6,0.2,1.3,0.8,0.2,1.4,1.1,2.5,0.448,2.7,5.6,0.488,0.545
1977-02-26,2001-04-14,"tim thomas",24,208.28,104.33,"Bucks","F",NA,"Shoulder Issues",NA,3,9,12,"placed on IR with right shoulder subluxation",2001,4,14,1977,2,26,1998,2010,96,74,316,753,0.42,142,179,0.793,300,105,200,869,0,2002,1987,22,64,236,65,32,127,95,291,0.326,221,462,0.478,0.483,101,4.3,10.2,0.42,1.9,2.4,0.793,4.1,1.4,2.7,11.7,26.9,22,0.9,3.2,0.9,0.4,1.7,1.3,3.9,0.326,3,6.2,0.478,0.483
1966-09-01,2001-04-15,"tim hardaway",34,182.88,79.38,"Heat","G",NA,"Foot Issues",NA,11,2,13,"placed on IL with bruised left foot",2001,4,15,1966,9,1,1990,2003,52,77,408,1042,0.392,145,181,0.801,204,483,155,1150,0,2001,2613,77,26,178,90,6,189,189,517,0.366,219,525,0.417,0.482,57,5.3,13.5,0.392,1.9,2.4,0.801,2.6,6.3,2,14.9,33.9,77,0.3,2.3,1.2,0.1,2.5,2.5,6.7,0.366,2.8,6.8,0.417,0.482
1973-06-22,2001-04-15,"cory alexander",27,185.42,83.91,"Magic","G",NA,"Foot Issues",NA,5,4,9,"placed on IL with bruised right foot",2001,4,15,1973,6,22,1996,2005,367,26,18,56,0.321,12,18,0.667,25,36,29,52,0,2001,227,0,0,25,16,0,25,4,16,0.25,14,40,0.35,0.357,392,0.7,2.2,0.321,0.5,0.7,0.667,1,1.4,1.1,2,8.7,0,0,1,0.6,0,1,0.2,0.6,0.25,0.5,1.5,0.35,0.357
1977-12-06,2001-04-15,"jelani mccoy",23,208.28,111.13,"Sonics","C","Sprains","Ankle Issues",NA,2,7,9,"placed on IL with sprained left ankle",2001,4,15,1977,12,6,1999,2008,233,70,138,264,0.523,41,93,0.441,251,57,141,317,0,2001,1143,44,92,159,18,49,75,0,0,NA,138,264,0.523,0.523,288,2,3.8,0.523,0.6,1.3,0.441,3.6,0.8,2,4.5,16.3,44,1.3,2.3,0.3,0.7,1.1,0,0,NA,2,3.8,0.523,0.523
1979-11-12,2001-04-16,"corey maggette",21,198.12,98.88,"Clippers","F","Strains","Hip Issues",NA,1,12,13,"placed on IL with strained right groin",2001,4,16,1979,11,12,2000,2013,125,69,225,487,0.462,223,288,0.774,291,82,140,690,0,2001,1359,9,88,203,35,9,106,17,56,0.304,208,431,0.483,0.479,120,3.3,7.1,0.462,3.2,4.2,0.774,4.2,1.2,2,10,19.7,9,1.3,2.9,0.5,0.1,1.5,0.2,0.8,0.304,3,6.2,0.483,0.479
1975-06-07,2001-04-17,"allen iverson",25,182.88,74.84,"76ers","G","Overuse Injuries","Elbow Issues",NA,4,9,13,"placed on IR with bursitis in right elbow",2001,4,17,1975,6,7,1997,2010,2,71,762,1813,0.42,585,719,0.814,273,325,147,2207,0,2001,2979,71,50,223,178,20,237,98,306,0.32,664,1507,0.441,0.447,1,10.7,25.5,0.42,8.2,10.1,0.814,3.8,4.6,2.1,31.1,42,71,0.7,3.1,2.5,0.3,3.3,1.4,4.3,0.32,9.4,21.2,0.441,0.447
1973-06-12,2001-04-17,"jason caffey",27,203.2,115.67,"Bucks","F","Overuse Injuries","Knee Issues",NA,5,2,7,"placed on IL with left knee tendinitis",2001,4,17,1973,6,12,1996,2003,173,70,179,367,0.488,142,211,0.673,353,53,184,500,0,2001,1460,33,135,218,38,25,77,0,0,NA,179,367,0.488,0.488,191,2.6,5.2,0.488,2,3,0.673,5,0.8,2.6,7.1,20.9,33,1.9,3.1,0.5,0.4,1.1,0,0,NA,2.6,5.2,0.488,0.488
1969-11-18,2001-04-17,"sam cassell",31,190.5,83.91,"Bucks","G","Strains","Hip Issues",NA,7,7,14,"placed on IL with strained right hip flexor",2001,4,17,1969,11,18,1994,2008,35,76,537,1132,0.474,277,323,0.858,290,580,214,1381,0,2001,2709,75,46,244,88,8,220,30,98,0.306,507,1034,0.49,0.488,33,7.1,14.9,0.474,3.6,4.3,0.858,3.8,7.6,2.8,18.2,35.6,75,0.6,3.2,1.2,0.1,2.9,0.4,1.3,0.306,6.7,13.6,0.49,0.488
1966-10-10,2001-04-17,"derrick mckey",34,205.74,92.99,"Pacers","F-C","Strains","Back Issues",NA,13,1,14,"placed on IL with strained lower back",2001,4,17,1966,10,10,1988,2002,318,66,60,136,0.441,21,27,0.778,176,74,136,145,0,2001,987,20,49,127,48,13,47,4,20,0.2,56,116,0.483,0.456,380,0.9,2.1,0.441,0.3,0.4,0.778,2.7,1.1,2.1,2.2,15,20,0.7,1.9,0.7,0.2,0.7,0.1,0.3,0.2,0.8,1.8,0.483,0.456
1961-06-14,2001-04-17,"sam perkins",39,205.74,106.59,"Pacers","F-C","Sprains","Ankle Issues",NA,16,0,16,"placed on IL with sprained left ankle",2001,4,17,1961,6,14,1985,2001,276,64,86,226,0.381,32,38,0.842,168,41,61,242,0,2001,999,41,32,136,33,18,19,38,110,0.345,48,116,0.414,0.465,319,1.3,3.5,0.381,0.5,0.6,0.842,2.6,0.6,1,3.8,15.6,41,0.5,2.1,0.5,0.3,0.3,0.6,1.7,0.345,0.8,1.8,0.414,0.465
1966-06-25,2001-04-18,"dikembe mutombo",34,218.44,111.13,"76ers","C","Sprains","Foot Issues",NA,9,8,17,"placed on IR with sprained left fifth toe",2001,4,18,1966,6,25,1992,2009,109,26,100,202,0.495,104,137,0.759,322,22,65,304,0,2001,875,26,119,203,9,66,52,0,0,NA,100,202,0.495,0.495,119,3.8,7.8,0.495,4,5.3,0.759,12.4,0.8,2.5,11.7,33.7,26,4.6,7.8,0.3,2.5,2,0,0,NA,3.8,7.8,0.495,0.495
1966-12-14,2001-04-18,"anthony mason",34,200.66,113.4,"Heat","F","Sprains","Ankle Issues",NA,11,2,13,"placed on IL with sprained left ankle",2001,4,18,1966,12,14,1990,2003,43,80,460,954,0.482,370,474,0.781,770,248,231,1290,0,2001,3254,80,169,601,80,25,179,0,0,NA,460,954,0.482,0.482,49,5.8,11.9,0.482,4.6,5.9,0.781,9.6,3.1,2.9,16.1,40.7,80,2.1,7.5,1,0.3,2.2,0,0,NA,5.8,11.9,0.482,0.482
1970-12-15,2001-04-18,"lawrence funderburke",30,205.74,104.33,"Kings","F","Strains","Hip Issues",NA,3,4,7,"placed on IL with strained left groin",2001,4,18,1970,12,15,1998,2005,248,59,120,242,0.496,48,77,0.623,196,17,44,288,0,2001,698,2,74,122,9,13,32,0,0,NA,120,242,0.496,0.496,263,2,4.1,0.496,0.8,1.3,0.623,3.3,0.3,0.7,4.9,11.8,2,1.3,2.1,0.2,0.2,0.5,0,0,NA,2,4.1,0.496,0.496
1974-03-22,2001-04-18,"marcus camby",27,210.82,99.79,"Knicks","C-F",NA,"Hip Issues",NA,4,12,16,"placed on IL with bruised left hip",2001,4,18,1974,3,22,1997,2013,241,29,130,290,0.448,62,99,0.626,322,33,107,322,0,2002,1007,29,89,233,34,50,42,0,1,0,130,289,0.45,0.448,112,4.5,10,0.448,2.1,3.4,0.626,11.1,1.1,3.7,11.1,34.7,29,3.1,8,1.2,1.7,1.4,0,0,0,4.5,10,0.45,0.448
1976-05-19,2001-04-18,"kevin garnett",24,210.82,108.86,"Timberwolves","F-C",NA,"Leg Issues",NA,5,15,20,"placed on IL with bruised left calf",2001,4,18,1976,5,19,1996,2016,15,81,704,1475,0.477,357,467,0.764,921,401,204,1784,2,2001,3202,81,219,702,111,145,230,19,66,0.288,685,1409,0.486,0.484,16,8.7,18.2,0.477,4.4,5.8,0.764,11.4,5,2.5,22,39.5,81,2.7,8.7,1.4,1.8,2.8,0.2,0.8,0.288,8.5,17.4,0.486,0.484
1973-04-24,2001-10-29,"eric snow",28,190.5,86.18,"76ers","G","Fractures",NA,NA,5,7,12,"placed on IL with broken left thumb",2001,10,29,1973,4,24,1996,2008,123,61,276,624,0.442,183,227,0.806,215,400,167,738,0,2002,2225,61,33,182,95,9,138,3,27,0.111,273,597,0.457,0.445,91,4.5,10.2,0.442,3,3.7,0.806,3.5,6.6,2.7,12.1,36.5,61,0.5,3,1.6,0.1,2.3,0,0.4,0.111,4.5,9.8,0.457,0.445
1965-02-22,2001-10-29,"chris dudley",36,210.82,106.59,"Blazers","C",NA,"Shoulder Issues",NA,13,2,15,"placed on IR with right shoulder rotator cuff weakness",2001,10,29,1965,2,22,1988,2003,380,43,20,50,0.4,8,15,0.533,80,13,42,48,0,2002,327,2,27,53,3,14,14,0,2,0,20,48,0.417,0.4,425,0.5,1.2,0.4,0.2,0.3,0.533,1.9,0.3,1,1.1,7.6,2,0.6,1.2,0.1,0.3,0.3,0,0,0,0.5,1.1,0.417,0.4
1970-12-15,2001-10-29,"mitchell butler",30,195.58,95.25,"Blazers","G-F","Overuse Injuries","Knee Issues",NA,7,3,10,"placed on IL with left knee/quadricaps tendinitis",2001,10,29,1970,12,15,1994,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972-06-14,2001-10-29,"rick brunson",29,193.04,86.18,"Blazers","G","Sprains",NA,NA,3,5,8,"placed on IR with sprained left metatarsal",2001,10,29,1972,6,14,1998,2006,323,59,45,113,0.398,29,41,0.707,68,114,51,125,0,2002,520,2,23,45,25,2,47,6,11,0.545,39,102,0.382,0.425,386,0.8,1.9,0.398,0.5,0.7,0.707,1.2,1.9,0.9,2.1,8.8,2,0.4,0.8,0.4,0,0.8,0.1,0.2,0.545,0.7,1.7,0.382,0.425
1973-07-23,2001-10-29,"darvin ham",28,200.66,99.79,"Bucks","F",NA,"Knee Issues",NA,4,4,8,"placed on IL recovering from surgery on right knee",2001,10,29,1973,7,23,1997,2005,246,70,120,211,0.569,62,123,0.504,202,73,175,303,0,2002,1208,2,91,111,25,37,83,1,7,0.143,119,204,0.583,0.571,293,1.7,3,0.569,0.9,1.8,0.504,2.9,1,2.5,4.3,17.3,2,1.3,1.6,0.4,0.5,1.2,0,0.1,0.143,1.7,2.9,0.583,0.571
1976-04-19,2001-10-29,"eddie robinson",25,203.2,95.25,"Bulls","G-F","Fractures","Foot Issues",NA,1,3,4,"placed on IR with non-acute fracture of left big toe",2001,10,29,1976,4,19,2000,2004,260,29,112,247,0.453,36,48,0.75,78,37,35,262,0,2002,653,12,24,54,23,11,36,2,5,0.4,110,242,0.455,0.457,155,3.9,8.5,0.453,1.2,1.7,0.75,2.7,1.3,1.2,9,22.5,12,0.8,1.9,0.8,0.4,1.2,0.1,0.2,0.4,3.8,8.3,0.455,0.457
1980-03-20,2001-10-29,"jamal crawford",21,195.58,90.72,"Bulls","G","Ligament Tears","Knee Issues",NA,0,17,17,"placed on IL with torn ACL in left knee",2001,10,29,1980,3,20,2001,2018,282,23,89,187,0.476,10,13,0.769,34,55,18,214,0,2002,481,6,5,29,18,5,32,26,58,0.448,63,129,0.488,0.545,147,3.9,8.1,0.476,0.4,0.6,0.769,1.5,2.4,0.8,9.3,20.9,6,0.2,1.3,0.8,0.2,1.4,1.1,2.5,0.448,2.7,5.6,0.488,0.545
1968-03-19,2001-10-29,"tyrone hill",33,205.74,108.86,"Cavaliers","F",NA,"Back Issues",NA,10,3,13,"placed on IL with back spasms",2001,10,29,1968,3,19,1991,2004,285,26,71,182,0.39,67,103,0.65,274,23,102,209,0,2002,810,26,79,195,17,13,48,0,1,0,71,181,0.392,0.39,172,2.7,7,0.39,2.6,4,0.65,10.5,0.9,3.9,8,31.2,26,3,7.5,0.7,0.5,1.8,0,0,0,2.7,7,0.392,0.39
1975-06-05,2001-10-29,"zydrunas ilgauskas",26,220.98,107.95,"Cavaliers","C",NA,"Foot Issues",NA,3,10,13,"placed on IL recovering from surgery on left foot (out until mid-Dec)",2001,10,29,1975,6,5,1998,2011,131,62,241,567,0.425,208,276,0.754,334,70,187,690,0,2002,1329,23,136,198,17,84,94,0,5,0,241,562,0.429,0.425,115,3.9,9.1,0.425,3.4,4.5,0.754,5.4,1.1,3,11.1,21.4,23,2.2,3.2,0.3,1.4,1.5,0,0.1,0,3.9,9.1,0.429,0.425
1968-05-22,2001-10-29,"randy brown",33,187.96,86.18,"Celtics","G","Strains","Hip Issues",NA,9,2,11,"placed on IR with pulled/strained right groin",2001,10,29,1968,5,22,1992,2003,439,1,0,1,0,0,0,NA,0,2,1,0,0,2002,6,0,0,0,0,1,0,0,0,NA,0,1,0,0,439,0,1,0,0,0,NA,0,2,1,0,6,0,0,0,0,1,0,0,0,NA,0,1,0,0
1975-11-17,2001-10-29,"roshown mcleod",25,203.2,100.24,"Celtics","F",NA,"Leg Issues",NA,2,0,2,"placed on IR with nerve damage in left leg",2001,10,29,1975,11,17,1999,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973-06-08,2001-10-29,"bryant reeves",28,213.36,124.74,"Grizzlies","C",NA,"Back Issues",NA,5,0,5,"placed on IL with back injury",2001,10,29,1973,6,8,1996,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972-12-02,2001-10-29,"alan henderson",28,205.74,106.59,"Hawks","F","Inflammation","Knee Issues",NA,5,6,11,"placed on IL with right knee inflammation",2001,10,29,1972,12,2,1996,2007,103,73,298,671,0.444,173,271,0.638,406,50,164,769,0,2001,1810,42,180,226,51,29,126,0,1,0,298,670,0.445,0.444,112,4.1,9.2,0.444,2.4,3.7,0.638,5.6,0.7,2.2,10.5,24.8,42,2.5,3.1,0.7,0.4,1.7,0,0,0,4.1,9.2,0.445,0.444
1970-09-03,2001-10-29,"george lynch",31,203.2,98.88,"Hornets","F",NA,"Foot Issues",NA,7,4,11,"placed on IR with surgery on left foot",2001,10,29,1970,9,3,1994,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978-06-15,2001-10-29,"jerome moiso",23,208.28,106.59,"Hornets","F-C","Overuse Injuries","Back Issues",NA,0,4,4,"placed on IL with back spasms / left knee tendinitis (P)",2001,10,29,1978,6,15,2001,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973-03-01,2001-10-29,"chris webber",28,205.74,111.13,"Kings","F-C","Sprains","Ankle Issues",NA,7,7,14,"placed on IL with sprained left ankle",2001,10,29,1973,3,1,1994,2008,38,54,532,1075,0.495,253,338,0.749,546,258,181,1322,0,2002,2071,54,150,396,90,76,158,5,19,0.263,527,1056,0.499,0.497,8,9.9,19.9,0.495,4.7,6.3,0.749,10.1,4.8,3.4,24.5,38.4,54,2.8,7.3,1.7,1.4,2.9,0.1,0.4,0.263,9.8,19.6,0.499,0.497
1968-01-11,2001-10-29,"larry robinson",33,190.5,81.65,"Knicks","F-G","Overuse Injuries","Knee Issues",NA,10,1,11,"placed on IL with right knee patella tendinitis",2001,10,29,1968,1,11,1991,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974-03-22,2001-10-29,"marcus camby",27,210.82,99.79,"Knicks","C-F",NA,"Foot Issues",NA,4,12,16,"placed on IL with plantar fasciatis in left foot",2001,10,29,1974,3,22,1997,2013,241,29,130,290,0.448,62,99,0.626,322,33,107,322,0,2002,1007,29,89,233,34,50,42,0,1,0,130,289,0.45,0.448,112,4.5,10,0.448,2.1,3.4,0.626,11.1,1.1,3.7,11.1,34.7,29,3.1,8,1.2,1.7,1.4,0,0,0,4.5,10,0.45,0.448
1974-08-09,2001-10-29,"derek fisher",27,185.42,90.72,"Lakers","G","Fractures","Foot Issues",NA,4,13,17,"placed on IL with fractured right foot",2001,10,29,1974,8,9,1997,2014,109,70,274,666,0.411,94,111,0.847,146,181,121,786,0,2002,1974,35,15,131,66,9,62,144,349,0.413,130,317,0.41,0.52,109,3.9,9.5,0.411,1.3,1.6,0.847,2.1,2.6,1.7,11.2,28.2,35,0.2,1.9,0.9,0.1,0.9,2.1,5,0.413,1.9,4.5,0.41,0.52
1976-01-28,2001-10-29,"mark madsen",25,205.74,108.86,"Lakers","F","Strains","Knee Issues",NA,0,8,8,"placed on IL with abdominal strain / right knee tendinitis (P)",2001,10,29,1976,1,28,2001,2009,321,70,55,113,0.487,26,37,0.703,152,24,111,137,0,2001,641,3,74,78,8,8,27,1,1,1,54,112,0.482,0.491,396,0.8,1.6,0.487,0.4,0.5,0.703,2.2,0.3,1.6,2,9.2,3,1.1,1.1,0.1,0.1,0.4,0,0,1,0.8,1.6,0.482,0.491
1980-02-19,2001-10-29,"mike miller",21,203.2,98.88,"Magic","F-G","Fractures","Foot Issues",NA,0,16,16,"placed on IL with chip fracture in right foot",2001,10,29,1980,2,19,2001,2017,78,63,351,802,0.438,138,181,0.762,273,198,145,956,0,2002,2123,53,49,224,47,23,108,116,303,0.383,235,499,0.471,0.51,49,5.6,12.7,0.438,2.2,2.9,0.762,4.3,3.1,2.3,15.2,33.7,53,0.8,3.6,0.7,0.4,1.7,1.8,4.8,0.383,3.7,7.9,0.471,0.51
1971-03-06,2001-10-29,"darrick martin",30,180.34,77.11,"Mavericks","G","Fractures","Hand Issues",NA,6,7,13,"placed on IL with broken right hand",2001,10,29,1971,3,6,1995,2008,438,3,0,10,0,1,2,0.5,1,3,4,1,0,2002,22,0,0,1,2,0,1,0,2,0,0,8,0,0,438,0,3.3,0,0.3,0.7,0.5,0.3,1,1.3,0.3,7.3,0,0,0.3,0.7,0,0.3,0,0.7,0,0,2.7,0,0
1976-07-11,2001-10-29,"eduardo najera",25,203.2,108.86,"Mavericks","F","Overuse Injuries","Knee Issues",NA,0,11,11,"placed on IL with left knee tendinitis",2001,10,29,1976,7,11,2001,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973-09-30,2001-10-29,"ruben wolkowyski",28,208.28,122.47,"Mavericks","F","Sprains","Ankle Issues",NA,0,2,2,"placed on IL with sprained right ankle",2001,10,29,1973,9,30,2001,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974-09-07,2001-10-29,"antonio mcdyess",27,205.74,99.79,"Nuggets","F-C",NA,"Knee Issues",NA,5,10,15,"placed on IR recovering from knee surgery",2001,10,29,1974,9,7,1996,2011,330,10,43,75,0.573,27,33,0.818,55,18,20,113,0,2002,236,10,18,37,10,8,20,0,0,NA,43,75,0.573,0.573,108,4.3,7.5,0.573,2.7,3.3,0.818,5.5,1.8,2,11.3,23.6,10,1.8,3.7,1,0.8,2,0,0,NA,4.3,7.5,0.573,0.573
1971-07-17,2001-10-29,"calbert cheaney",30,200.66,94.8,"Nuggets","G-F","Sprains","Knee Issues",NA,7,5,12,"placed on IL with sprained left knee",2001,10,29,1971,7,17,1994,2006,181,68,224,466,0.481,46,67,0.687,240,110,156,494,0,2002,1631,47,57,183,34,21,70,0,4,0,224,462,0.485,0.481,192,3.3,6.9,0.481,0.7,1,0.687,3.5,1.6,2.3,7.3,24,47,0.8,2.7,0.5,0.3,1,0,0.1,0,3.3,6.8,0.485,0.481
1977-05-02,2001-10-29,"brian cardinal",24,203.2,111.13,"Pistons","F","Overuse Injuries",NA,NA,0,11,11,"placed on IL with tendinitis in both knees",2001,10,29,1977,5,2,2001,2012,415,8,6,13,0.462,2,2,1,6,2,5,17,0,2002,43,0,2,4,1,0,0,3,7,0.429,3,6,0.5,0.577,387,0.8,1.6,0.462,0.3,0.3,1,0.8,0.3,0.6,2.1,5.4,0,0.3,0.5,0.1,0,0,0.4,0.9,0.429,0.4,0.8,0.5,0.577
1976-08-25,2001-10-29,"damon jones",25,190.5,83.91,"Pistons","G","Overuse Injuries","Knee Issues",NA,2,8,10,"placed on IL with right knee tendinitis",2001,10,29,1976,8,25,1999,2009,234,67,114,284,0.401,43,59,0.729,103,140,83,340,0,2002,1083,0,13,90,23,1,61,69,186,0.371,45,98,0.459,0.523,260,1.7,4.2,0.401,0.6,0.9,0.729,1.5,2.1,1.2,5.1,16.2,0,0.2,1.3,0.3,0,0.9,1,2.8,0.371,0.7,1.5,0.459,0.523
1964-06-25,2001-10-29,"dell curry",37,193.04,86.18,"Raptors","G","Strains","Leg Issues",NA,14,1,15,"placed on IL with strained left hamstring",2001,10,29,1964,6,25,1987,2002,229,56,141,347,0.406,33,37,0.892,81,61,50,360,0,2002,886,4,23,58,22,6,41,45,131,0.344,96,216,0.444,0.471,223,2.5,6.2,0.406,0.6,0.7,0.892,1.4,1.1,0.9,6.4,15.8,4,0.4,1,0.4,0.1,0.7,0.8,2.3,0.344,1.7,3.9,0.444,0.471
1975-06-16,2001-10-29,"mamadou n'diaye",26,213.36,115.67,"Raptors","C",NA,"Back Issues",NA,0,4,4,"placed on IL with lower back injury",2001,10,29,1975,6,16,2001,2005,413,5,6,10,0.6,8,10,0.8,11,0,6,20,0,2002,46,0,6,5,0,2,1,0,0,NA,6,10,0.6,0.6,310,1.2,2,0.6,1.6,2,0.8,2.2,0,1.2,4,9.2,0,1.2,1,0,0.4,0.2,0,0,NA,1.2,2,0.6,0.6
1975-04-25,2001-10-29,"michael stewart",26,208.28,104.33,"Raptors","C","Soreness","Knee Issues",NA,3,4,7,"placed on IL with sore left knee",2001,10,29,1975,4,25,1998,2005,408,11,8,23,0.348,6,11,0.545,25,3,22,22,0,2002,93,0,12,13,4,3,4,0,0,NA,8,23,0.348,0.348,394,0.7,2.1,0.348,0.5,1,0.545,2.3,0.3,2,2,8.5,0,1.1,1.2,0.4,0.3,0.4,0,0,NA,0.7,2.1,0.348,0.348
1977-11-28,2001-10-29,"dan langhi",23,210.82,99.79,"Rockets","F","Sprains","Ankle Issues",NA,0,3,3,"placed on IL with sprained right ankle",2001,10,29,1977,11,28,2001,2004,347,33,37,99,0.374,16,29,0.552,41,4,16,90,0,2001,241,0,13,28,7,1,8,0,1,0,37,98,0.378,0.374,359,1.1,3,0.374,0.5,0.9,0.552,1.2,0.1,0.5,2.7,7.3,0,0.4,0.8,0.2,0,0.2,0,0,0,1.1,3,0.378,0.374
1976-10-30,2001-10-29,"maurice taylor",24,205.74,117.93,"Rockets","F",NA,"Tendon Issues",NA,3,6,9,"placed on IL with torn right Achilles tendon",2001,10,29,1976,10,30,1998,2007,84,69,390,797,0.489,119,162,0.735,378,104,208,899,0,2001,1972,69,109,269,28,38,125,0,4,0,390,793,0.492,0.489,71,5.7,11.6,0.489,1.7,2.3,0.735,5.5,1.5,3,13,28.6,69,1.6,3.9,0.4,0.6,1.8,0,0.1,0,5.7,11.5,0.492,0.489
1975-04-05,2001-10-29,"shammond williams",26,185.42,91.17,"Sonics","G","Fractures","Hand Issues",NA,2,6,8,"placed on IR with fractured left ring finger",2001,10,29,1975,4,5,1999,2007,279,50,81,193,0.42,31,39,0.795,63,83,35,221,0,2002,603,2,16,47,21,2,35,28,75,0.373,53,118,0.449,0.492,289,1.6,3.9,0.42,0.6,0.8,0.795,1.3,1.7,0.7,4.4,12.1,2,0.3,0.9,0.4,0,0.7,0.6,1.5,0.373,1.1,2.4,0.449,0.492
1965-09-09,2001-10-29,"dan majerle",36,198.12,97.52,"Suns","G-F","Fractures","Hand Issues",NA,12,1,13,"placed on IL with fractured right ring finger",2001,10,29,1965,9,9,1989,2002,247,65,99,289,0.343,23,39,0.59,176,90,104,300,0,2002,1180,1,28,148,48,15,35,79,235,0.336,20,54,0.37,0.479,278,1.5,4.4,0.343,0.4,0.6,0.59,2.7,1.4,1.6,4.6,18.2,1,0.4,2.3,0.7,0.2,0.5,1.2,3.6,0.336,0.3,0.8,0.37,0.479
1966-08-09,2001-10-29,"vinny del",35,193.04,83.91,"Suns","G",NA,"Foot Issues",NA,12,1,13,"placed on IL with foot injury",2001,10,29,1966,8,9,1989,2002,437,2,1,4,0.25,0,0,NA,0,2,0,2,0,2002,6,0,0,0,0,0,0,0,0,NA,1,4,0.25,0.25,431,0.5,2,0.25,0,0,NA,0,1,0,1,3,0,0,0,0,0,0,0,0,NA,0.5,2,0.25,0.25
